,entry_id,updated,published,title,authors,summary,comment,journal_ref,doi,primary_category,categories,links,pdf_url
26,http://arxiv.org/abs/2208.11546v1,2022-08-24 13:47:15+00:00,2022-08-24 13:47:15+00:00,Unsupervised Structure-Consistent Image-to-Image Translation,"[arxiv.Result.Author('Shima Shahfar'), arxiv.Result.Author('Charalambos Poullis')]","The Swapping Autoencoder achieved state-of-the-art performance in deep image
manipulation and image-to-image translation. We improve this work by
introducing a simple yet effective auxiliary module based on gradient reversal
layers. The auxiliary module's loss forces the generator to learn to
reconstruct an image with an all-zero texture code, encouraging better
disentanglement between the structure and texture information. The proposed
attribute-based transfer method enables refined control in style transfer while
preserving structural information without using a semantic mask. To manipulate
an image, we encode both the geometry of the objects and the general style of
the input images into two latent codes with an additional constraint that
enforces structure consistency. Moreover, due to the auxiliary loss, training
time is significantly reduced. The superiority of the proposed model is
demonstrated in complex domains such as satellite images where state-of-the-art
are known to fail. Lastly, we show that our model improves the quality metrics
for a wide range of datasets while achieving comparable results with
multi-modal image generation techniques.","structure-consistent image-to-image translation \and style transfer
  \and training class imbalance",,,cs.CV,['cs.CV'],"[arxiv.Result.Link('http://arxiv.org/abs/2208.11546v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11546v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11546v1
27,http://arxiv.org/abs/2208.11537v1,2022-08-24 13:32:46+00:00,2022-08-24 13:32:46+00:00,PeRFception: Perception using Radiance Fields,"[arxiv.Result.Author('Yoonwoo Jeong'), arxiv.Result.Author('Seungjoo Shin'), arxiv.Result.Author('Junha Lee'), arxiv.Result.Author('Christopher Choy'), arxiv.Result.Author('Animashree Anandkumar'), arxiv.Result.Author('Minsu Cho'), arxiv.Result.Author('Jaesik Park')]","The recent progress in implicit 3D representation, i.e., Neural Radiance
Fields (NeRFs), has made accurate and photorealistic 3D reconstruction possible
in a differentiable manner. This new representation can effectively convey the
information of hundreds of high-resolution images in one compact format and
allows photorealistic synthesis of novel views. In this work, using the variant
of NeRF called Plenoxels, we create the first large-scale implicit
representation datasets for perception tasks, called the PeRFception, which
consists of two parts that incorporate both object-centric and scene-centric
scans for classification and segmentation. It shows a significant memory
compression rate (96.4\%) from the original dataset, while containing both 2D
and 3D information in a unified form. We construct the classification and
segmentation models that directly take as input this implicit format and also
propose a novel augmentation technique to avoid overfitting on backgrounds of
images. The code and data are publicly available in
https://postech-cvlab.github.io/PeRFception .",Project Page: https://postech-cvlab.github.io/PeRFception/,,,cs.CV,['cs.CV'],"[arxiv.Result.Link('http://arxiv.org/abs/2208.11537v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11537v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11537v1
28,http://arxiv.org/abs/2208.11533v1,2022-08-24 13:29:12+00:00,2022-08-24 13:29:12+00:00,ssFPN: Scale Sequence (S^2) Feature Based Feature Pyramid Network for Object Detection,"[arxiv.Result.Author('Hye-Jin Park'), arxiv.Result.Author('Young-Ju Choi'), arxiv.Result.Author('Young-Woon Lee'), arxiv.Result.Author('Byung-Gyu Kim')]","Feature Pyramid Network (FPN) has been an essential module for object
detection models to consider various scales of an object. However, average
precision (AP) on small objects is relatively lower than AP on medium and large
objects. The reason is why the deeper layer of CNN causes information loss as
feature extraction level. We propose a new scale sequence (S^2) feature
extraction of FPN to strengthen feature information of small objects. We
consider FPN structure as scale-space and extract scale sequence (S^2) feature
by 3D convolution on the level axis of FPN. It is basically scale invariant
feature and is built on high-resolution pyramid feature map for small objects.
Furthermore, the proposed S^2 feature can be extended to most object detection
models based on FPN. We demonstrate the proposed S2 feature can improve the
performance of both one-stage and two-stage detectors on MS COCO dataset. Based
on the proposed S2 feature, we achieve upto 1.3% and 1.1% of AP improvement for
YOLOv4-P5 and YOLOv4-P6, respectively. For Faster RCNN and Mask R-CNN, we
observe upto 2.0% and 1.6% of AP improvement with the suggested S^2 feature,
respectively.",,,,cs.CV,['cs.CV'],"[arxiv.Result.Link('http://arxiv.org/abs/2208.11533v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11533v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11533v1
29,http://arxiv.org/abs/2208.11532v1,2022-08-24 13:26:53+00:00,2022-08-24 13:26:53+00:00,A novel method for data augmentation: Nine Dot Moving Least Square (ND-MLS),"[arxiv.Result.Author('Wen Yang'), arxiv.Result.Author('Rui Wang'), arxiv.Result.Author('Yanchao Zhang')]","Data augmentation greatly increases the amount of data obtained based on
labeled data to save on expenses and labor for data collection and labeling. We
present a new approach for data augmentation called nine-dot MLS (ND-MLS). This
approach is proposed based on the idea of image defor-mation. Images are
deformed based on control points, which are calculated by ND-MLS. The method
can generate over 2000 images for one exist-ing dataset in a short time. To
verify this data augmentation method, extensive tests were performed covering 3
main tasks of computer vision, namely, classification, detection and
segmentation. The results show that 1) in classification, 10 images per
category were used for training, and VGGNet can obtain 92% top-1 acc on the
MNIST dataset of handwritten digits by ND-MLS. In the Omniglot dataset, the
few-shot accuracy usu-ally decreases with the increase in character categories.
However, the ND-MLS method has stable performance and obtains 96.5 top-1 acc in
Res-Net on 100 different handwritten character classification tasks; 2) in
segmentation, under the premise of only ten original images, DeepLab obtains
93.5%, 85%, and 73.3% m_IOU(10) on the bottle, horse, and grass test datasets,
respectively, while the cat test dataset obtains 86.7% m_IOU(10) with the
SegNet model; 3) with only 10 original images from each category in object
detection, YOLO v4 obtains 100% and 97.2% bottle and horse detection,
respectively, while the cat dataset obtains 93.6% with YOLO v3. In summary,
ND-MLS can perform well on classification, object detec-tion, and semantic
segmentation tasks by using only a few data.","16 pages,13 figures",,,cs.CV,['cs.CV'],"[arxiv.Result.Link('http://arxiv.org/abs/2208.11532v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11532v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11532v1
30,http://arxiv.org/abs/2208.11529v1,2022-08-24 13:22:22+00:00,2022-08-24 13:22:22+00:00,Hierarchical Reinforcement Learning Based Video Semantic Coding for Segmentation,"[arxiv.Result.Author('Guangqi Xie'), arxiv.Result.Author('Xin Li'), arxiv.Result.Author('Shiqi Lin'), arxiv.Result.Author('Li Zhang'), arxiv.Result.Author('Kai Zhang'), arxiv.Result.Author('Yue Li'), arxiv.Result.Author('Zhibo Chen')]","The rapid development of intelligent tasks, e.g., segmentation, detection,
classification, etc, has brought an urgent need for semantic compression, which
aims to reduce the compression cost while maintaining the original semantic
information. However, it is impractical to directly integrate the semantic
metric into the traditional codecs since they cannot be optimized in an
end-to-end manner. To solve this problem, some pioneering works have applied
reinforcement learning to implement image-wise semantic compression.
Nevertheless, video semantic compression has not been explored since its
complex reference architectures and compression modes. In this paper, we take a
step forward to video semantic compression and propose the Hierarchical
Reinforcement Learning based task-driven Video Semantic Coding, named as
HRLVSC. Specifically, to simplify the complex mode decision of video semantic
coding, we divided the action space into frame-level and CTU-level spaces in a
hierarchical manner, and then explore the best mode selection for them
progressively with the cooperation of frame-level and CTU-level agents.
Moreover, since the modes of video semantic coding will exponentially increase
with the number of frames in a Group of Pictures (GOP), we carefully
investigate the effects of different mode selections for video semantic coding
and design a simple but effective mode simplification strategy for it. We have
validated our HRLVSC on the video segmentation task with HEVC reference
software HM16.19. Extensive experimental results demonstrated that our HRLVSC
can achieve over 39% BD-rate saving for video semantic coding under the Low
Delay P configuration.",Accepted by VCIP2022,,,eess.IV,['eess.IV'],"[arxiv.Result.Link('http://arxiv.org/abs/2208.11529v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11529v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11529v1
31,http://arxiv.org/abs/2208.11527v1,2022-08-24 13:19:34+00:00,2022-08-24 13:19:34+00:00,Fast and Precise Binary Instance Segmentation of 2D Objects for Automotive Applications,"[arxiv.Result.Author('Darshan Ganganna Ravindra'), arxiv.Result.Author('Laslo Dinges'), arxiv.Result.Author('Al-Hamadi Ayoub'), arxiv.Result.Author('Vasili Baranau')]","In this paper, we focus on improving binary 2D instance segmentation to
assist humans in labeling ground truth datasets with polygons. Humans labeler
just have to draw boxes around objects, and polygons are generated
automatically. To be useful, our system has to run on CPUs in real-time. The
most usual approach for binary instance segmentation involves encoder-decoder
networks. This report evaluates state-of-the-art encoder-decoder networks and
proposes a method for improving instance segmentation quality using these
networks. Alongside network architecture improvements, our proposed method
relies upon providing extra information to the network input, so-called extreme
points, i.e. the outermost points on the object silhouette. The user can label
them instead of a bounding box almost as quickly. The bounding box can be
deduced from the extreme points as well. This method produces better IoU
compared to other state-of-the-art encoder-decoder networks and also runs fast
enough when it is deployed on a CPU.","4 pages, 4 figures, WSCG 2022 conference [WSCG 2022 Proceedings, CSRN
  3201, ISSN 2464-4617]","Journal of WSCG, Vol.30, 2022, 302-305 ISSN 1213-6972",10.24132/csrn.3201.38,cs.CV,['cs.CV'],"[arxiv.Result.Link('http://dx.doi.org/10.24132/csrn.3201.38', title='doi', rel='related', content_type=None), arxiv.Result.Link('http://arxiv.org/abs/2208.11527v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11527v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11527v1
32,http://arxiv.org/abs/2208.11522v1,2022-08-24 13:08:56+00:00,2022-08-24 13:08:56+00:00,Prostate Lesion Detection and Salient Feature Assessment Using Zone-Based Classifiers,"[arxiv.Result.Author('Haoli Yin'), arxiv.Result.Author('Nithin Buduma')]","Multi-parametric magnetic resonance imaging (mpMRI) has a growing role in
detecting prostate cancer lesions. Thus, it is pertinent that medical
professionals who interpret these scans reduce the risk of human error by using
computer-aided detection systems. The variety of algorithms used in system
implementation, however, has yielded mixed results. Here we investigate the
best machine learning classifier for each prostate zone. We also discover
salient features to clarify the models' classification rationale. Of the data
provided, we gathered and augmented T2 weighted images and apparent diffusion
coefficient map images to extract first through third order statistical
features as input to machine learning classifiers. For our deep learning
classifier, we used a convolutional neural net (CNN) architecture for automatic
feature extraction and classification. The interpretability of the CNN results
was improved by saliency mapping to understand the classification mechanisms
within. Ultimately, we concluded that effective detection of peripheral and
anterior fibromuscular stroma (AS) lesions depended more on statistical
distribution features, whereas those in the transition zone (TZ) depended more
on textural features. Ensemble algorithms worked best for PZ and TZ zones,
while CNNs were best in the AS zone. These classifiers can be used to validate
a radiologist's predictions and reduce inter-reader variability in patients
suspected to have prostate cancer. The salient features reported in this study
can also be investigated further to better understand hidden features and
biomarkers of prostate lesions with mpMRIs.",,,,eess.IV,"['eess.IV', 'cs.CV']","[arxiv.Result.Link('http://arxiv.org/abs/2208.11522v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11522v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11522v1
33,http://arxiv.org/abs/2208.11499v1,2022-08-24 12:47:58+00:00,2022-08-24 12:47:58+00:00,Semi-supervised Semantic Segmentation with Mutual Knowledge Distillation,"[arxiv.Result.Author('Jianlong Yuan'), arxiv.Result.Author('Jinchao Ge'), arxiv.Result.Author('Qi Qian'), arxiv.Result.Author('Zhibin Wang'), arxiv.Result.Author('Fan Wang'), arxiv.Result.Author('Yifan Liu')]","Consistency regularization has been widely studied in recent semi-supervised
semantic segmentation methods. Remarkable performance has been achieved,
benefiting from image, feature, and network perturbations. To make full use of
these perturbations, in this work, we propose a new consistency regularization
framework called mutual knowledge distillation (MKD). We innovatively introduce
two auxiliary mean-teacher models based on the consistency regularization
method. More specifically, we use the pseudo label generated by one mean
teacher to supervise the other student network to achieve a mutual knowledge
distillation between two branches. In addition to using image-level strong and
weak augmentation, we also employ feature augmentation considering implicit
semantic distributions to add further perturbations to the students. The
proposed framework significantly increases the diversity of the training
samples. Extensive experiments on public benchmarks show that our framework
outperforms previous state-of-the-art(SOTA) methods under various
semi-supervised settings.",,,,cs.CV,['cs.CV'],"[arxiv.Result.Link('http://arxiv.org/abs/2208.11499v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11499v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11499v1
34,http://arxiv.org/abs/2208.11483v1,2022-08-24 12:31:08+00:00,2022-08-24 12:31:08+00:00,SubFace: Learning with Softmax Approximation for Face Recognition,"[arxiv.Result.Author('Hongwei Xu'), arxiv.Result.Author('Suncheng Xiang'), arxiv.Result.Author('Dahong Qian')]","The softmax-based loss functions and its variants (e.g., cosface, sphereface,
and arcface) significantly improve the face recognition performance in wild
unconstrained scenes. A common practice of these algorithms is to perform
optimizations on the multiplication between the embedding features and the
linear transformation matrix. However in most cases, the dimension of embedding
features is given based on traditional design experience, and there is
less-studied on improving performance using the feature itself when giving a
fixed size. To address this challenge, this paper presents a softmax
approximation method called SubFace, which employs the subspace feature to
promote the performance of face recognition. Specifically, we dynamically
select the non-overlapping subspace features in each batch during training, and
then use the subspace features to approximate full-feature among softmax-based
loss, so the discriminability of the deep model can be significantly enhanced
for face recognition. Comprehensive experiments conducted on benchmark datasets
demonstrate that our method can significantly improve the performance of
vanilla CNN baseline, which strongly proves the effectiveness of subspace
strategy with the margin-based loss.",,,,cs.CV,['cs.CV'],"[arxiv.Result.Link('http://arxiv.org/abs/2208.11483v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11483v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11483v1
35,http://arxiv.org/abs/2208.11476v1,2022-08-24 12:28:21+00:00,2022-08-24 12:28:21+00:00,Extending the energy range of AstroSat-CZTI up to 380 keV with Compton Spectroscopy,"[arxiv.Result.Author('Abhay Kumar'), arxiv.Result.Author('Tanmoy Chattopadhyay'), arxiv.Result.Author('Santosh V. Vadawale'), arxiv.Result.Author('A. R. Rao'), arxiv.Result.Author('Mithun N. P. S.'), arxiv.Result.Author('Varun Bhalerao'), arxiv.Result.Author('Dipankar Bhattacharya')]","The CZTI (Cadmium Zinc Telluride Imager) onboard AstroSat is a high energy
coded mask imager and spectrometer in the energy range of 20 - 100 keV. Above
100 keV, the dominance of Compton scattering cross-section in CZTI results in a
significant number of 2-pixel Compton events and these have been successfully
utilized for polarization analysis of Crab pulsar and nebula (and transients
like Gamma-ray bursts) in 100 - 380 keV. These 2-pixel Compton events can also
be used to extend the spectroscopic energy range of CZTI up to 380 keV for
bright sources. However, unlike the spectroscopy in primary energy range, where
simultaneous background measurement is available from masked pixels, Compton
spectroscopy requires blank sky observation for background measurement.
Background subtraction, in this case, is non-trivial because of the presence of
both short-term and long-term temporal variations in the data, which depend on
multiple factors like earth rotation and the effect of South Atlantic Anomaly
(SAA) regions etc. We have developed a methodology of background selection and
subtraction that takes into account for these effects. Here, we describe these
background selection and subtraction techniques and validate them using
spectroscopy of Crab in the extended energy range of 30 - 380 keV region, and
compare the obtained spectral parameters with the INTEGRAL results. This new
capability allows for the extension of the energy range of AstroSat
spectroscopy and will also enable the simultaneous spectro-polarimetric study
of other bright sources like Cygnus X-1.","11 pages, 15 figures, Accepted for publication in MNRAS Journal",,,astro-ph.IM,"['astro-ph.IM', 'astro-ph.HE']","[arxiv.Result.Link('http://arxiv.org/abs/2208.11476v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11476v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11476v1
36,http://arxiv.org/abs/2208.11472v1,2022-08-24 12:27:54+00:00,2022-08-24 12:27:54+00:00,A Deep Learning Approach Using Masked Image Modeling for Reconstruction of Undersampled K-spaces,"[arxiv.Result.Author('Kyler Larsen'), arxiv.Result.Author('Arghya Pal'), arxiv.Result.Author('Yogesh Rathi')]","Magnetic Resonance Imaging (MRI) scans are time consuming and precarious,
since the patients remain still in a confined space for extended periods of
time. To reduce scanning time, some experts have experimented with undersampled
k spaces, trying to use deep learning to predict the fully sampled result.
These studies report that as many as 20 to 30 minutes could be saved off a scan
that takes an hour or more. However, none of these studies have explored the
possibility of using masked image modeling (MIM) to predict the missing parts
of MRI k spaces. This study makes use of 11161 reconstructed MRI and k spaces
of knee MRI images from Facebook's fastmri dataset. This tests a modified
version of an existing model using baseline shifted window (Swin) and vision
transformer architectures that makes use of MIM on undersampled k spaces to
predict the full k space and consequently the full MRI image. Modifications
were made using pytorch and numpy libraries, and were published to a github
repository. After the model reconstructed the k space images, the basic Fourier
transform was applied to determine the actual MRI image. Once the model reached
a steady state, experimentation with hyperparameters helped to achieve pinpoint
accuracy for the reconstructed images. The model was evaluated through L1 loss,
gradient normalization, and structural similarity values. The model produced
reconstructed images with L1 loss values averaging to <0.01 and gradient
normalization values <0.1 after training finished. The reconstructed k spaces
yielded structural similarity values of over 99% for both training and
validation with the fully sampled k spaces, while validation loss continually
decreased under 0.01. These data strongly support the idea that the algorithm
works for MRI reconstruction, as they indicate the model's reconstructed image
aligns extremely well with the original, fully sampled k space.","15 pages, 13 figures",,,eess.IV,"['eess.IV', 'cs.CV', 'J.3; I.2.10']","[arxiv.Result.Link('http://arxiv.org/abs/2208.11472v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11472v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11472v1
37,http://arxiv.org/abs/2208.11470v1,2022-08-24 12:24:51+00:00,2022-08-24 12:24:51+00:00,Reporter-spin-assisted T1 relaxometry,"[arxiv.Result.Author('Zhiran Zhang'), arxiv.Result.Author('Maxime Joos'), arxiv.Result.Author('Dolev Bluvstein'), arxiv.Result.Author('Yuanqi Lyu'), arxiv.Result.Author('Ania C. Bleszynski Jayich')]","A single spin quantum sensor can quantitatively detect and image fluctuating
electromagnetic fields via their effect on the sensor spin's relaxation time,
thus revealing important information about the target solid-state or molecular
structures. However, the sensitivity and spatial resolution of spin relaxometry
are often limited by the distance between the sensor and target. Here, we
propose an alternative approach that leverages an auxiliary reporter spin in
conjunction with a single spin sensor, a diamond nitrogen vacancy (NV) center.
We show that this approach can realize a 10^4 measurement speed improvement for
realistic working conditions and we experimentally verify the proposed method
using a single shallow NV center. Our work opens up a broad path of inquiry
into a range of possible spin systems that can serve as relaxation sensors
without the need for optical initialization and readout capabilities.",,,,quant-ph,"['quant-ph', 'cond-mat.mes-hall']","[arxiv.Result.Link('http://arxiv.org/abs/2208.11470v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11470v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11470v1
38,http://arxiv.org/abs/2208.11468v1,2022-08-24 12:18:25+00:00,2022-08-24 12:18:25+00:00,Weakly Supervised Airway Orifice Segmentation in Video Bronchoscopy,"[arxiv.Result.Author('Ron Keuth'), arxiv.Result.Author('Mattias Heinrich'), arxiv.Result.Author('Martin Eichenlaub'), arxiv.Result.Author('Marian Himstedt')]","Video bronchoscopy is routinely conducted for biopsies of lung tissue
suspected for cancer, monitoring of COPD patients and clarification of acute
respiratory problems at intensive care units. The navigation within complex
bronchial trees is particularly challenging and physically demanding, requiring
long-term experiences of physicians. This paper addresses the automatic
segmentation of bronchial orifices in bronchoscopy videos. Deep learning-based
approaches to this task are currently hampered due to the lack of
readily-available ground truth segmentation data. Thus, we present a
data-driven pipeline consisting of a k-means followed by a compact marker-based
watershed algorithm which enables to generate airway instance segmentation maps
from given depth images. In this way, these traditional algorithms serve as
weak supervision for training a shallow CNN directly on RGB images solely based
on a phantom dataset. We evaluate generalization capabilities of this model on
two in-vivo datasets covering 250 frames on 21 different bronchoscopies. We
demonstrate that its performance is comparable to those models being directly
trained on in-vivo data, reaching an average error of 11 vs 5 pixels for the
detected centers of the airway segmentation by an image resolution of 128x128.
Our quantitative and qualitative results indicate that in the context of video
bronchoscopy, phantom data and weak supervision using non-learning-based
approaches enable to gain a semantic understanding of airway structures.","5 Pages, 2 figures, only supplemental file, submitted to SPIE MI",,,cs.CV,"['cs.CV', 'cs.LG']","[arxiv.Result.Link('http://arxiv.org/abs/2208.11468v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11468v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11468v1
39,http://arxiv.org/abs/2208.11467v1,2022-08-24 12:17:59+00:00,2022-08-24 12:17:59+00:00,Tracking by weakly-supervised learning and graph optimization for whole-embryo C. elegans lineages,"[arxiv.Result.Author('Peter Hirsch'), arxiv.Result.Author('Caroline Malin-Mayor'), arxiv.Result.Author('Anthony Santella'), arxiv.Result.Author('Stephan Preibisch'), arxiv.Result.Author('Dagmar Kainmueller'), arxiv.Result.Author('Jan Funke')]","Tracking all nuclei of an embryo in noisy and dense fluorescence microscopy
data is a challenging task. We build upon a recent method for nuclei tracking
that combines weakly-supervised learning from a small set of nuclei center
point annotations with an integer linear program (ILP) for optimal cell lineage
extraction. Our work specifically addresses the following challenging
properties of C. elegans embryo recordings: (1) Many cell divisions as compared
to benchmark recordings of other organisms, and (2) the presence of polar
bodies that are easily mistaken as cell nuclei. To cope with (1), we devise and
incorporate a learnt cell division detector. To cope with (2), we employ a
learnt polar body detector. We further propose automated ILP weights tuning via
a structured SVM, alleviating the need for tedious manual set-up of a
respective grid search. Our method outperforms the previous leader of the cell
tracking challenge on the Fluo-N3DH-CE embryo dataset. We report a further
extensive quantitative evaluation on two more C. elegans datasets. We will make
these datasets public to serve as an extended benchmark for future method
development. Our results suggest considerable improvements yielded by our
method, especially in terms of the correctness of division event detection and
the number and length of fully correct track segments. Code:
https://github.com/funkelab/linajea","Accepted at MICCAI 2022, Code: https://github.com/funkelab/linajea",,,cs.CV,"['cs.CV', 'cs.LG']","[arxiv.Result.Link('http://arxiv.org/abs/2208.11467v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11467v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11467v1
40,http://arxiv.org/abs/2208.11464v1,2022-08-24 12:12:38+00:00,2022-08-24 12:12:38+00:00,FactMix: Using a Few Labeled In-domain Examples to Generalize to Cross-domain Named Entity Recognition,"[arxiv.Result.Author('Linyi Yang'), arxiv.Result.Author('Lifan Yuan'), arxiv.Result.Author('Leyang Cui'), arxiv.Result.Author('Wenyang Gao'), arxiv.Result.Author('Yue Zhang')]","Few-shot Named Entity Recognition (NER) is imperative for entity tagging in
limited resource domains and thus received proper attention in recent years.
Existing approaches for few-shot NER are evaluated mainly under in-domain
settings. In contrast, little is known about how these inherently faithful
models perform in cross-domain NER using a few labeled in-domain examples. This
paper proposes a two-step rationale-centric data augmentation method to improve
the model's generalization ability. Results on several datasets show that our
model-agnostic method significantly improves the performance of cross-domain
NER tasks compared to previous state-of-the-art methods, including the
counterfactual data augmentation and prompt-tuning methods. Our codes are
available at \url{https://github.com/lifan-yuan/FactMix}.","Accepted by COLING 2022, oral paper",,,cs.CL,['cs.CL'],"[arxiv.Result.Link('http://arxiv.org/abs/2208.11464v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11464v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11464v1
41,http://arxiv.org/abs/2208.11456v1,2022-08-24 11:43:55+00:00,2022-08-24 11:43:55+00:00,Morpheus Reveals Distant Disk Galaxy Morphologies with JWST: The First AI/ML Analysis of JWST Images,"[arxiv.Result.Author('Brant E. Robertson'), arxiv.Result.Author('Sandro Tacchella'), arxiv.Result.Author('Benjamin D. Johnson'), arxiv.Result.Author('Ryan Hausen'), arxiv.Result.Author('Adebusola B. Alabi'), arxiv.Result.Author('Kristan Boyett'), arxiv.Result.Author('Andrew J. Bunker'), arxiv.Result.Author('Stefano Carniani'), arxiv.Result.Author('Eiichi Egami'), arxiv.Result.Author('Daniel J. Eisenstein'), arxiv.Result.Author('Kevin N. Hainline'), arxiv.Result.Author('Jakob M. Helton'), arxiv.Result.Author('Zhiyuan Ji'), arxiv.Result.Author('Nimisha Kumari'), arxiv.Result.Author('Jianwei Lyu'), arxiv.Result.Author('Roberto Maiolino'), arxiv.Result.Author('Erica J. Nelson'), arxiv.Result.Author('Marcia J. Rieke'), arxiv.Result.Author('Irene Shivaei'), arxiv.Result.Author('Fengwu Sun'), arxiv.Result.Author('Hannah Ubler'), arxiv.Result.Author('Christina C. Williams'), arxiv.Result.Author('Christopher N. A. Willmer'), arxiv.Result.Author('Joris Witstok')]","The dramatic first images with James Webb Space Telescope (JWST) demonstrated
its power to provide unprecedented spatial detail for galaxies in the
high-redshift universe. Here, we leverage the resolution and depth of the JWST
Cosmic Evolution Early Release Science Survey (CEERS) data in the Extended
Groth Strip (EGS) to perform pixel-level morphological classifications of
galaxies in JWST F150W imaging using the Morpheus deep learning framework for
astronomical image analysis. By cross-referencing with existing photometric
redshift catalogs from the Hubble Space Telescope (HST) CANDELS survey, we show
that JWST images indicate the emergence of disk morphologies before z~2 and
with candidates appearing as early as z~5. By modeling the light profile of
each object and accounting for the JWST point-spread function, we find the
high-redshift disk candidates have exponential surface brightness profiles with
an average Sersic (1968) index n=1.04 and >90% displaying ""disky"" profiles
(n<2). Comparing with prior Morpheus classifications in CANDELS we find that a
plurality of JWST disk galaxy candidates were previously classified as compact
based on the shallower HST imagery, indicating that the improved optical
quality and depth of the JWST helps to reveal disk morphologies that were
hiding in the noise. We discuss the implications of these early disk candidates
on theories for cosmological disk galaxy formation.",Submitted to AAS Journals,,,astro-ph.GA,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM']","[arxiv.Result.Link('http://arxiv.org/abs/2208.11456v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11456v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11456v1
42,http://arxiv.org/abs/2208.11451v1,2022-08-24 11:36:53+00:00,2022-08-24 11:36:53+00:00,Q-Net: Query-Informed Few-Shot Medical Image Segmentation,"[arxiv.Result.Author('Qianqian Shen'), arxiv.Result.Author('Yanan Li'), arxiv.Result.Author('Jiyong Jin'), arxiv.Result.Author('Bin Liu')]","Deep learning has achieved tremendous success in computer vision, while
medical image segmentation (MIS) remains a challenge, due to the scarcity of
data annotations. Meta-learning techniques for few-shot segmentation (Meta-FSS)
have been widely used to tackle this challenge, while they neglect possible
distribution shifts between the query image and the support set. In contrast,
an experienced clinician can perceive and address such shifts by borrowing
information from the query image, then fine-tune or calibrate his (her) prior
cognitive model accordingly. Inspired by this, we propose Q-Net, a
Query-informed Meta-FSS approach, which mimics in spirit the learning mechanism
of an expert clinician. We build Q-Net based on ADNet, a recently proposed
anomaly detection-inspired method. Specifically, we add two query-informed
computation modules into ADNet, namely a query-informed threshold adaptation
module and a query-informed prototype refinement module. Combining them with a
dual-path extension of the feature extraction module, Q-Net achieves
state-of-the-art performance on two widely used datasets, which are composed of
abdominal MR images and cardiac MR images, respectively. Our work sheds light
on a novel way to improve Meta-FSS techniques by leveraging query information.",,,,cs.CV,['cs.CV'],"[arxiv.Result.Link('http://arxiv.org/abs/2208.11451v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2208.11451v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2208.11451v1
